date,v5c,v5b,v5,spy
2010-12-28,0.001013,0.001013,0.001341,-0.000404
2010-12-29,0.009179,0.009179,0.008442,0.006340
2010-12-30,-0.013950,-0.013950,-0.014276,-0.011002
2010-12-31,0.006983,0.006983,0.007841,0.004441
2011-01-03,0.013077,0.013077,0.013384,0.001557
2011-01-04,-0.000284,-0.000284,-0.000338,0.004787
2011-01-05,0.004624,0.004624,0.004995,-0.001778
2011-01-06,-0.000306,-0.000306,-0.000576,0.003568
2011-01-07,-0.001047,-0.001047,-0.001096,0.001985
2011-01-10,-0.006816,-0.006816,-0.006773,-0.006983
2011-01-11,0.005947,0.005947,0.006436,0.000331
2011-01-12,0.018730,0.018730,0.019319,0.007860
2011-01-13,-0.013461,-0.013461,-0.014176,-0.010593
2011-01-14,0.008734,0.008734,0.009237,0.001296
2011-01-18,0.000668,0.000668,0.000254,-0.001901
2011-01-19,-0.024056,-0.024056,-0.024883,-0.013710
2011-01-20,-0.006424,-0.006424,-0.006600,-0.002027
2011-01-21,0.008701,0.008701,0.009381,0.006315
2011-01-24,0.005812,0.005812,0.005462,0.000406
2011-01-25,0.000489,0.000489,-0.000034,0.001006
2011-01-26,0.020243,0.020243,0.021901,0.014431
2011-01-27,-0.005035,-0.005035,-0.005361,-0.004447
2011-01-28,-0.033175,-0.033175,-0.033515,-0.017275
2011-01-31,0.022307,0.022307,0.024003,0.013726
2011-02-01,0.022280,0.022280,0.022009,0.003288
2011-02-02,-0.010087,-0.010087,-0.010217,-0.008472
2011-02-03,0.001889,0.001889,0.001109,-0.002031
2011-02-04,0.008890,0.008890,0.008928,0.007200
2011-02-07,0.014679,0.014679,0.014738,0.008428
2011-02-08,0.009385,0.009385,0.009418,0.002719
2011-02-09,-0.000855,-0.000855,-0.000394,0.001631
2011-02-10,-0.001692,-0.001692,-0.001932,-0.001808
2011-02-11,0.011823,0.011823,0.011865,0.006246
2011-02-14,0.011330,0.011330,0.011892,0.008294
2011-02-15,-0.007742,-0.007742,-0.008613,-0.004711
2011-02-16,0.007417,0.007417,0.007601,-0.000443
2011-02-17,0.010053,0.010053,0.010535,0.005708
2011-02-18,-0.000472,-0.000472,-0.000937,-0.003188
2011-02-22,-0.043272,-0.043272,-0.043870,-0.023082
2011-02-23,-0.006534,-0.006534,-0.005618,-0.001967
2011-02-24,-0.007561,-0.007561,-0.008392,-0.005306
2011-02-25,0.029541,0.029541,0.031004,0.016370
2011-02-28,0.015579,0.015579,0.015827,0.008942
2011-03-01,-0.040963,-0.040963,-0.041697,-0.026948
2011-03-02,0.004543,0.004543,0.005819,0.002611
2011-03-03,0.025146,0.025146,0.030991,0.012857
2011-03-04,-0.008391,-0.008391,-0.010072,-0.003926
2011-03-07,-0.013727,-0.013727,-0.016959,-0.007479
2011-03-08,0.018259,0.018259,0.021908,0.013099
2011-03-09,-0.000625,-0.000625,-0.000699,0.000734
2011-03-10,-0.039736,-0.039736,-0.044239,-0.020727
2011-03-11,0.017806,0.017806,0.022454,0.015327
2011-03-14,-0.009593,-0.009593,-0.012677,-0.006373
2011-03-15,-0.027992,-0.027992,-0.036114,-0.017605
2011-03-16,-0.025471,-0.025471,-0.032975,-0.012402
2011-03-17,0.028200,0.028200,0.037020,0.018348
2011-03-18,-0.000167,-0.000167,-0.000442,-0.005816
2011-03-21,0.019528,0.019528,0.028505,0.010515
2011-03-22,-0.008324,-0.008324,-0.011664,-0.008706
2011-03-23,0.003111,0.003111,0.004054,-0.000295
2011-03-24,0.019897,0.019897,0.026627,0.016467
2011-03-25,0.011224,0.011224,0.014673,0.010961
2011-03-28,0.000995,0.000995,0.001101,0.005749
2011-03-29,0.009888,0.009888,0.013372,0.005511
2011-03-30,0.009311,0.009311,0.010743,0.002887
2011-03-31,0.001577,0.001577,0.002060,0.001132
2011-04-01,0.008364,0.008364,0.009647,0.004223
2011-04-04,-0.002667,-0.002667,-0.002838,-0.005159
2011-04-05,-0.008493,-0.008493,-0.009383,-0.010601
2011-04-06,0.005752,0.005752,0.005692,0.001681
2011-04-07,-0.004790,-0.004790,-0.004440,-0.002316
2011-04-08,-0.005213,-0.005213,-0.004338,-0.003451
2011-04-11,-0.009959,-0.009959,-0.010750,-0.004459
2011-04-12,-0.013313,-0.013313,-0.013850,-0.002104
2011-04-13,-0.000153,-0.000153,0.000167,-0.000808
2011-04-14,0.003389,0.003389,0.003190,0.000760
2011-04-15,0.009225,0.009225,0.009258,0.003649
2011-04-18,-0.023573,-0.023573,-0.023967,-0.010742
2011-04-19,0.008502,0.008502,0.008175,0.001852
2011-04-20,0.026582,0.026582,0.026895,0.009280
2011-04-21,0.004499,0.004499,0.004330,-0.002191
2011-04-25,-0.001571,-0.001571,-0.001630,-0.000271
2011-04-26,0.017682,0.017682,0.017629,0.008172
2011-04-27,0.009692,0.009692,0.009031,-0.000666
2011-04-28,0.005740,0.005740,0.005201,0.001909
2011-04-29,0.007671,0.007671,0.007699,0.002351
2011-05-02,-0.005942,-0.005942,-0.005995,-0.002138
2011-05-03,0.000501,0.000501,0.000584,0.006280
2011-05-04,-0.017137,-0.017137,-0.017514,-0.006664
2011-05-05,-0.020750,-0.020750,-0.022784,-0.002330
2011-05-06,0.010582,0.010582,0.009878,0.004416
2011-05-09,0.010948,0.010948,0.012394,0.002296
2011-05-10,0.021642,0.021642,0.021866,0.011102
2011-05-11,-0.025613,-0.025613,-0.026752,-0.010363
2011-05-12,0.015080,0.015080,0.015154,0.009908
2011-05-13,-0.017361,-0.017361,-0.017040,-0.007699
2011-05-16,-0.010465,-0.010465,-0.010802,-0.001762
2011-05-17,-0.003144,-0.003144,-0.002912,-0.002840
2011-05-18,0.026502,0.026502,0.027487,0.014429
2011-05-19,0.000702,0.000702,0.000102,-0.001750
2011-05-20,-0.015284,-0.015284,-0.015194,-0.007945
2011-05-23,-0.018837,-0.018837,-0.019299,-0.004044
2011-05-24,-0.004970,-0.004970,-0.004721,-0.005532
2011-05-25,0.002496,0.002496,0.002944,-0.002511
2011-05-26,0.003294,0.003294,0.002927,-0.001869
2011-05-27,0.009878,0.009878,0.009944,0.003834
2011-05-31,0.017870,0.017870,0.018118,0.005527
2011-06-01,-0.038902,-0.038902,-0.040059,-0.014639
2011-06-02,-0.006488,-0.006488,-0.004956,-0.002726
2011-06-03,-0.019958,-0.019958,-0.020107,-0.009945
2011-06-06,-0.023935,-0.023935,-0.023864,-0.010322
2011-06-07,-0.005959,-0.005959,-0.005729,-0.005835
2011-06-08,-0.005618,-0.005618,-0.005431,-0.002059
2011-06-09,0.019481,0.019481,0.019575,0.010243
2011-06-10,-0.030486,-0.030486,-0.030829,-0.013910
2011-06-13,-0.001055,-0.001055,-0.000759,0.000260
2011-06-14,0.025997,0.025997,0.026652,0.012487
2011-06-15,-0.025367,-0.025367,-0.027501,-0.006783
2011-06-16,0.007257,0.007257,0.006767,0.004363
2011-06-17,0.001341,0.005597,0.004913,0.002984
2011-06-20,0.008058,0.008040,0.007859,0.002273
2011-06-21,0.028176,0.028120,0.027988,0.012554
2011-06-22,-0.001786,-0.001774,-0.001904,0.004216
2011-06-23,-0.006054,-0.006045,-0.006776,-0.000778
2011-06-24,-0.027473,-0.027424,-0.026769,-0.011613
2011-06-27,0.019249,0.019208,0.019760,0.011191
2011-06-28,0.028189,0.028134,0.028744,0.013183
2011-06-29,0.012007,0.011997,0.014151,0.003049
2011-06-30,0.018944,0.018929,0.020580,0.011316
2011-07-01,0.027901,0.027879,0.030646,0.014776
2011-07-05,0.000710,0.000712,0.000789,-0.002056
2011-07-06,0.007356,0.007353,0.006898,0.004879
2011-07-07,0.023415,0.023399,0.026509,0.012139
2011-07-08,-0.012195,-0.012185,-0.015111,-0.007092
2011-07-11,-0.029499,-0.029474,-0.034557,-0.013577
2011-07-12,-0.006388,-0.006386,-0.008000,-0.004953
2011-07-13,-0.006211,-0.006211,-0.006110,-0.012159
2011-07-14,-0.012993,-0.012990,-0.014854,-0.005730
2011-07-15,0.012377,0.012368,0.013629,0.005805
2011-07-18,-0.010787,-0.010776,-0.011926,-0.002595
2011-07-19,0.027712,0.027689,0.029760,0.011271
2011-07-20,-0.002381,-0.002380,-0.001577,-0.001974
2011-07-21,0.015263,0.015246,0.018515,0.003681
2011-07-22,0.003296,0.003295,0.002834,0.000670
2011-07-25,-0.008678,-0.008670,-0.009141,-0.002976
2011-07-26,-0.014878,-0.014867,-0.016488,-0.012544
2011-07-27,-0.035183,-0.035153,-0.039393,-0.014554
2011-07-28,-0.007620,-0.007614,-0.008552,-0.005417
2011-07-29,-0.011822,-0.011811,-0.014497,-0.006834
2011-08-01,-0.004127,-0.004122,-0.004990,-0.000634
2011-08-02,-0.042666,-0.042625,-0.046189,-0.023720
2011-08-03,-0.000113,-0.000115,-0.000034,-0.004090
2011-08-04,-0.070166,-0.070124,-0.074371,-0.035203
2011-08-05,-0.002938,-0.004407,-0.003902,-0.001497
2011-08-08,-0.015121,-0.058624,-0.089375,-0.069950
2011-08-09,0.014912,0.029087,0.054016,0.046841
2011-08-10,-0.001799,-0.016391,-0.036326,-0.032513
2011-08-11,0.003657,0.019593,0.042512,0.037810
2011-08-12,0.003739,0.004690,0.008583,0.006733
2011-08-15,0.002844,0.009234,0.017820,0.011322
2011-08-16,-0.000658,-0.004346,-0.009866,-0.011854
2011-08-17,0.000432,-0.000664,-0.001646,-0.005385
2011-08-18,-0.008588,-0.022757,-0.046879,-0.041203
2011-08-19,-0.002325,-0.007742,-0.015834,-0.016330
2011-08-22,0.003311,0.003826,0.004766,0.003343
2011-08-23,0.004240,0.014874,0.032998,0.030904
2011-08-24,0.000164,0.006483,0.015882,0.022015
2011-08-25,-0.000835,-0.005807,-0.012032,-0.009989
2011-08-26,0.008251,0.014583,0.019948,0.014534
2011-08-29,0.002249,0.015604,0.024522,0.020478
2011-08-30,0.008116,0.009206,0.013190,0.009236
2011-08-31,0.000515,0.001914,0.003649,0.007911
2011-09-01,0.002066,-0.000675,-0.001502,-0.006598
2011-09-02,0.001377,-0.003506,-0.008077,-0.025550
2011-09-06,0.007955,0.006764,0.007952,0.007632
2011-09-07,0.000280,0.006104,0.009568,0.025781
2011-09-08,0.002084,-0.000475,-0.001925,-0.009870
2011-09-09,-0.007365,-0.011833,-0.014877,-0.026210
2011-09-12,0.003524,0.006009,0.007129,0.014012
2011-09-13,0.004425,0.007801,0.008694,0.013812
2011-09-14,0.004240,0.007958,0.008229,0.014885
2011-09-15,-0.000054,0.005757,0.006507,0.015765
2011-09-16,0.003550,0.004432,0.003975,0.005918
2011-09-19,0.001767,-0.000365,-0.000686,-0.001545
2011-09-20,-0.000840,-0.002607,-0.002932,-0.005872
2011-09-21,0.002322,-0.005975,-0.005540,-0.015317
2011-09-22,-0.005101,-0.012970,-0.014737,-0.023095
2011-09-23,-0.008888,-0.005205,-0.004987,0.006025
2011-09-26,-0.003729,0.001350,0.001927,0.011214
2011-09-27,0.001638,0.003970,0.004521,0.005538
2011-09-28,-0.009363,-0.012703,-0.013974,-0.016404
2011-09-29,0.005071,0.005783,0.006810,0.006396
2011-09-30,-0.004264,-0.019197,-0.020464,-0.024989
2011-10-03,0.007093,-0.005452,-0.005390,-0.018167
2011-10-04,-0.001622,0.009012,0.009192,0.019651
2011-10-05,0.005247,0.014747,0.014433,0.018799
2011-10-06,0.003194,0.013541,0.013142,0.020170
2011-10-07,-0.004362,-0.007275,-0.007242,-0.006696
2011-10-10,0.001672,0.014695,0.014074,0.018675
2011-10-11,0.000916,0.002742,0.002807,0.005455
2011-10-12,-0.005021,-0.002734,-0.003050,-0.001402
2011-10-13,0.000500,-0.000962,-0.000708,-0.001815
2011-10-14,0.002591,0.012685,0.012346,0.017094
2011-10-17,-0.002240,-0.013570,-0.013225,-0.019091
2011-10-18,0.004140,0.015884,0.015869,0.021906
2011-10-19,-0.007362,-0.015234,-0.015013,-0.016114
2011-10-20,-0.003082,-0.000773,-0.000644,0.003171
2011-10-21,0.004501,0.015439,0.015082,0.018987
2011-10-24,0.000280,0.000230,0.000124,-0.000435
2011-10-25,-0.008692,-0.008420,-0.008540,-0.019554
2011-10-26,0.010408,0.010400,0.009935,0.012615
2011-10-27,0.018249,0.017992,0.017280,0.026594
2011-10-28,0.001817,0.001295,0.001447,-0.000233
2011-10-31,-0.000060,0.000244,-0.000102,-0.025566
2011-11-01,0.003636,0.003919,0.004158,-0.025962
2011-11-02,0.010885,0.010855,0.011495,0.025234
2011-11-03,0.006732,0.006636,0.007191,0.020029
2011-11-04,-0.009135,-0.009188,-0.009664,-0.013864
2011-11-07,0.010182,0.010235,0.011115,0.006490
2011-11-08,-0.003833,-0.003949,-0.004366,0.010996
2011-11-09,-0.008345,-0.008198,-0.008486,-0.039122
2011-11-10,0.006426,0.006398,0.006594,0.021087
2011-11-11,0.006387,0.006325,0.006802,0.017087
2011-11-14,-0.006106,-0.006046,-0.006454,-0.017780
2011-11-15,0.010451,0.010529,0.010992,0.016122
2011-11-16,0.000327,0.000447,0.000350,-0.009995
2011-11-17,-0.003791,-0.003677,-0.004294,-0.009748
2011-11-18,-0.001859,-0.001883,-0.001887,-0.003858
2011-11-21,-0.011361,-0.011326,-0.012215,-0.020580
2011-11-22,0.012694,0.012855,0.013641,0.004873
2011-11-23,-0.005813,-0.005740,-0.005822,-0.022693
2011-11-25,0.002637,0.002609,0.002674,0.009202
2011-11-28,0.013931,0.013920,0.014572,0.028107
2011-11-29,-0.001648,-0.001719,-0.001733,0.002126
2011-11-30,0.005659,0.005486,0.005844,0.034678
2011-12-01,-0.007780,-0.007875,-0.008272,-0.007115
2011-12-02,0.005344,0.005468,0.005631,0.000658
2011-12-05,0.001881,0.001902,0.001563,0.015632
2011-12-06,-0.002989,-0.003082,-0.003031,-0.001807
2011-12-07,0.006083,0.006130,0.006490,0.006046
2011-12-08,-0.013500,-0.013448,-0.014323,-0.027752
2011-12-09,0.003344,0.003211,0.003362,0.020998
2011-12-12,-0.009153,-0.009073,-0.009983,-0.015614
2011-12-13,-0.001951,-0.001839,-0.002374,-0.004671
2011-12-14,-0.001596,-0.001393,-0.002279,-0.004218
2011-12-15,-0.000657,-0.000684,-0.000816,0.003940
2011-12-16,0.006186,0.006254,0.006846,-0.001601
2011-12-19,-0.000351,-0.000251,-0.000280,-0.010830
2011-12-20,0.006510,0.006319,0.006718,0.031268
2011-12-21,-0.011891,-0.012082,-0.012509,-0.008366
2011-12-22,0.002017,0.002050,0.001822,0.008859
2011-12-23,-0.000497,-0.000590,-0.000602,0.008372
2011-12-27,0.002576,0.002646,0.002508,0.004699
2011-12-28,-0.007831,-0.007707,-0.008607,-0.016021
2011-12-29,0.014762,0.014891,0.015300,0.024784
2011-12-30,0.003686,0.003447,0.004246,-0.003102
2012-01-03,-0.000439,0.000585,0.002490,0.009124
2012-01-04,-0.014128,-0.013194,-0.014128,-0.006375
2012-01-05,0.002021,0.002000,0.002021,0.004890
2012-01-06,0.010502,0.009797,0.010502,0.004351
2012-01-09,0.004928,0.004759,0.004928,0.007773
2012-01-10,-0.000356,-0.000155,-0.000356,0.006089
2012-01-11,0.007032,0.006464,0.007032,-0.000464
2012-01-12,0.008684,0.008324,0.008684,0.011458
2012-01-13,0.003721,0.003269,0.003721,-0.005570
2012-01-17,0.005255,0.004982,0.005255,0.005005
2012-01-18,-0.004137,-0.003523,-0.004137,0.010157
2012-01-19,-0.011998,-0.011071,-0.011998,-0.000676
2012-01-20,-0.009047,-0.008334,-0.009047,-0.000051
2012-01-23,-0.008242,-0.007769,-0.008242,-0.006254
2012-01-24,-0.001386,-0.001369,-0.001386,-0.003283
2012-01-25,-0.001384,-0.001125,-0.001384,0.005273
2012-01-26,0.004012,0.003488,0.004012,-0.007291
2012-01-27,0.000428,0.000343,0.000428,-0.001801
2012-01-30,0.003261,0.002832,0.003261,-0.006071
2012-01-31,0.007262,0.006668,0.007551,0.000610
2012-02-01,0.003233,0.003930,0.004651,0.005430
2012-02-02,-0.001671,-0.001405,-0.001756,-0.003624
2012-02-03,0.007071,0.007971,0.010243,0.016589
2012-02-06,0.001209,0.000738,0.000643,-0.000685
2012-02-07,0.002349,0.002965,0.002782,0.001911
2012-02-08,-0.003489,-0.003285,-0.002964,-0.002107
2012-02-09,0.003838,0.003953,0.004433,0.006350
2012-02-10,-0.005677,-0.006292,-0.006896,-0.007387
2012-02-13,0.010701,0.010548,0.011133,0.009402
2012-02-14,0.003118,0.002697,0.002721,0.002322
2012-02-15,-0.001791,-0.001810,-0.002315,-0.002468
2012-02-16,0.009611,0.009982,0.011042,0.011231
2012-02-17,-0.005853,-0.005484,-0.005372,-0.004904
2012-02-21,0.001416,0.002001,0.001356,-0.000857
2012-02-22,0.004954,0.004243,0.003472,-0.000826
2012-02-23,0.012448,0.012091,0.012692,0.011992
2012-02-24,-0.001824,-0.001910,-0.001808,-0.002485
2012-02-27,-0.005710,-0.005705,-0.005872,-0.007232
2012-02-28,0.008149,0.008143,0.008167,0.006342
2012-02-29,-0.020684,-0.020958,-0.020120,-0.009508
2012-03-01,0.011892,0.011669,0.012649,0.005086
2012-03-02,-0.008563,-0.008396,-0.009526,-0.005272
2012-03-05,-0.002161,-0.002162,-0.001814,0.003853
2012-03-06,-0.035025,-0.034804,-0.036166,-0.017262
2012-03-07,0.024762,0.024845,0.025268,0.016728
2012-03-08,0.020490,0.020236,0.021174,0.009155
2012-03-09,0.003614,0.003528,0.003673,-0.001819
2012-03-12,0.008970,0.009195,0.009091,0.009790
2012-03-13,0.036308,0.035922,0.038066,0.019238
2012-03-14,-0.010435,-0.011102,-0.009257,-0.004355
2012-03-15,0.016568,0.016681,0.016330,0.009107
2012-03-16,0.000804,0.000777,0.001212,-0.001750
2012-03-19,-0.001281,-0.001757,-0.000637,-0.004546
2012-03-20,-0.010540,-0.010522,-0.011090,-0.006116
2012-03-21,-0.000406,-0.000103,-0.000803,-0.000052
2012-03-22,-0.016765,-0.016708,-0.017395,-0.007991
2012-03-23,0.012691,0.012984,0.012487,0.006259
2012-03-26,0.022656,0.022339,0.023065,0.005528
2012-03-27,-0.006164,-0.005983,-0.006489,-0.002630
2012-03-28,-0.008538,-0.008482,-0.008750,-0.001148
2012-03-29,-0.007827,-0.007748,-0.008695,-0.005834
2012-03-30,0.007103,0.006706,0.008135,0.004136
2012-04-02,0.012491,0.012504,0.012935,0.002331
2012-04-03,-0.004120,-0.004336,-0.003836,0.004169
2012-04-04,-0.020795,-0.020467,-0.022609,-0.009706
2012-04-05,0.004528,0.004807,0.004757,0.004109
2012-04-09,-0.025977,-0.025545,-0.027602,-0.016067
2012-04-10,-0.031887,-0.031542,-0.032880,-0.013516
2012-04-11,0.012161,0.011781,0.012972,0.003779
2012-04-12,0.026285,0.026135,0.027461,0.010808
2012-04-13,-0.024388,-0.024008,-0.025978,-0.011889
2012-04-16,0.001740,0.001800,0.001693,0.003331
2012-04-17,0.028917,0.028835,0.029350,0.011860
2012-04-18,-0.011383,-0.011434,-0.013372,-0.008416
2012-04-19,-0.014580,-0.014614,-0.016432,-0.008809
2012-04-20,0.003626,0.003630,0.004288,0.001670
2012-04-23,-0.020803,-0.020720,-0.022012,-0.012072
2012-04-24,0.005744,0.005544,0.006097,0.002345
2012-04-25,0.026790,0.026621,0.027874,0.011596
2012-04-26,0.015941,0.016082,0.016429,0.006936
2012-04-27,0.003859,0.003879,0.004141,0.001641
2012-04-30,-0.010816,-0.010890,-0.011052,-0.007089
2012-05-01,0.013129,0.013023,0.013685,0.006874
2012-05-02,-0.004550,-0.004341,-0.005426,-0.001124
2012-05-03,-0.017306,-0.017310,-0.018483,-0.007561
2012-05-04,-0.034218,-0.034033,-0.035966,-0.016158
2012-05-07,0.001041,0.001041,0.000816,0.000585
2012-05-08,-0.006228,-0.006034,-0.007216,-0.001109
2012-05-09,-0.012716,-0.012687,-0.013513,-0.005370
2012-05-10,0.004052,0.003985,0.004282,0.002143
2012-05-11,-0.006141,-0.005946,-0.007124,-0.003014
2012-05-14,-0.020842,-0.020456,-0.022717,-0.008667
2012-05-15,-0.005805,-0.005547,-0.006213,0.001141
2012-05-16,-0.004142,-0.003977,-0.004359,0.000316
2012-05-17,-0.020786,-0.020164,-0.021219,-0.006361
2012-05-18,-0.017810,-0.017805,-0.018000,-0.008559
2012-05-21,0.034161,0.034049,0.035416,0.014459
2012-05-22,0.004991,0.004828,0.004827,0.005992
2012-05-23,0.005905,0.006184,0.005484,0.005449
2012-05-24,0.005183,0.005130,0.005556,0.003537
2012-05-25,-0.006158,-0.006070,-0.006243,-0.003244
2012-05-29,0.026141,0.026105,0.026517,0.013697
2012-05-30,-0.019629,-0.018798,-0.021404,-0.004849
2012-05-31,0.001562,0.001968,0.001040,0.003407
2012-06-01,-0.050770,-0.050212,-0.053136,-0.025177
2012-06-04,-0.001523,-0.001690,-0.001519,0.000301
2012-06-05,0.011413,0.011098,0.014982,0.007572
2012-06-06,0.031718,0.031103,0.040901,0.016019
2012-06-07,-0.000862,-0.000888,-0.001092,-0.002027
2012-06-08,0.014206,0.014200,0.017807,0.007952
2012-06-11,-0.020215,-0.020052,-0.025611,-0.010337
2012-06-12,0.014674,0.014336,0.018977,0.006102
2012-06-13,-0.007425,-0.007119,-0.009883,-0.003301
2012-06-14,0.016980,0.016899,0.021387,0.008404
2012-06-15,0.019227,0.019358,0.023798,0.010227
2012-06-18,-0.002597,-0.002669,-0.003323,-0.006477
2012-06-19,0.013459,0.013103,0.017580,0.007519
2012-06-20,-0.001714,-0.001577,-0.002078,-0.000743
2012-06-21,-0.038366,-0.038082,-0.043321,-0.015837
2012-06-22,0.011195,0.010882,0.015280,0.007702
2012-06-25,-0.023862,-0.023468,-0.031834,-0.013886
2012-06-26,0.004419,0.004221,0.006106,0.000489
2012-06-27,0.019312,0.019449,0.024784,0.013276
2012-06-28,-0.001882,-0.001744,-0.002696,0.000563
2012-06-29,0.030812,0.030506,0.038503,0.024926
2012-07-02,-0.003634,-0.003653,-0.004675,-0.008038
2012-07-03,0.007451,0.007270,0.009527,0.006593
2012-07-05,0.003421,0.003786,0.003700,0.005797
2012-07-06,-0.011082,-0.010863,-0.014067,-0.009504
2012-07-09,-0.000263,-0.000055,-0.000742,-0.001254
2012-07-10,-0.010577,-0.010511,-0.013119,-0.007951
2012-07-11,0.000807,0.000847,0.000869,0.000615
2012-07-12,-0.001225,-0.000931,-0.001442,0.000557
2012-07-13,0.025109,0.025047,0.026826,0.016777
2012-07-16,-0.014666,-0.014856,-0.015769,-0.014978
2012-07-17,0.006810,0.006567,0.007422,0.004350
2012-07-18,0.012382,0.012421,0.013193,0.008512
2012-07-19,-0.000706,-0.000873,-0.000710,-0.001929
2012-07-20,-0.011997,-0.011710,-0.013051,-0.009148
2012-07-23,-0.002659,-0.002223,-0.002920,0.002646
2012-07-24,-0.010837,-0.010626,-0.011718,-0.007510
2012-07-25,0.001601,0.001683,0.001655,0.001155
2012-07-26,0.011454,0.010943,0.012370,0.003589
2012-07-27,0.025021,0.024578,0.027079,0.018433
2012-07-30,-0.000441,-0.000306,-0.000633,-0.001725
2012-07-31,-0.010562,-0.010446,-0.010872,-0.004108
2012-08-01,0.004947,0.005015,0.005357,0.007033
2012-08-02,-0.010770,-0.010593,-0.011168,-0.005052
2012-08-03,0.035820,0.035441,0.037237,0.019833
2012-08-06,-0.000621,-0.000721,-0.000745,-0.002695
2012-08-07,0.005885,0.005541,0.006242,0.003196
2012-08-08,-0.001823,-0.002029,-0.001870,-0.002243
2012-08-09,0.003880,0.003922,0.004072,0.003363
2012-08-10,0.003941,0.004059,0.003990,0.001636
2012-08-13,-0.004158,-0.004269,-0.004330,-0.003544
2012-08-14,-0.001794,-0.002108,-0.001631,0.000299
2012-08-15,-0.000393,-0.000731,-0.000187,0.000823
2012-08-16,0.009582,0.009302,0.009955,0.003904
2012-08-17,0.003338,0.003453,0.003370,0.001338
2012-08-20,0.001919,0.002004,0.001983,0.001644
2012-08-21,-0.009265,-0.009263,-0.009725,-0.007332
2012-08-22,-0.002826,-0.002596,-0.003318,-0.006159
2012-08-23,-0.013716,-0.013580,-0.014191,-0.006573
2012-08-24,0.011522,0.011499,0.011911,0.006043
2012-08-27,0.005225,0.005460,0.005389,0.004336
2012-08-28,-0.003561,-0.003554,-0.003758,-0.003087
2012-08-29,0.000661,0.000555,0.000750,0.000667
2012-08-30,-0.010961,-0.010783,-0.011347,-0.004851
2012-08-31,0.014388,0.014720,0.012801,0.004769
2012-09-04,-0.006903,-0.007038,-0.006930,-0.005654
2012-09-05,-0.005354,-0.005524,-0.005232,-0.003387
2012-09-06,0.039991,0.039559,0.041157,0.018512
2012-09-07,0.010851,0.010742,0.010609,0.003895
2012-09-10,-0.016443,-0.016472,-0.016338,-0.009309
2012-09-11,0.000633,0.000370,0.001029,-0.002200
2012-09-12,0.003354,0.003009,0.004038,0.001078
2012-09-13,0.031711,0.031551,0.031698,0.012293
2012-09-14,0.007209,0.006585,0.008718,0.004434
2012-09-17,-0.013830,-0.013682,-0.014806,-0.009031
2012-09-18,-0.000470,-0.000349,-0.001297,-0.000655
2012-09-19,0.001763,0.001936,0.000780,0.001358
2012-09-20,0.001175,0.001247,0.001411,0.000636
2012-09-21,-0.000262,-0.000235,-0.000300,-0.000418
2012-09-24,-0.003644,-0.003466,-0.004069,-0.001751
2012-09-25,-0.019963,-0.019685,-0.020696,-0.008716
2012-09-26,-0.010916,-0.010640,-0.011602,-0.004655
2012-09-27,0.018191,0.017945,0.018643,0.006041
2012-09-28,-0.010028,-0.010014,-0.009942,-0.004632
2012-10-01,0.013060,0.013299,0.012808,0.009101
2012-10-02,0.001503,0.001467,0.001488,0.000877
2012-10-03,0.009943,0.009996,0.009206,0.006027
2012-10-04,0.010396,0.009979,0.011842,0.001817
2012-10-05,-0.002522,-0.002826,-0.002030,0.000069
2012-10-08,0.002763,0.003185,0.002146,0.006047
2012-10-09,-0.019179,-0.019167,-0.018708,-0.007585
2012-10-10,-0.013811,-0.013661,-0.014346,-0.007048
2012-10-11,0.000373,0.000480,0.000411,-0.001828
2012-10-12,-0.008142,-0.008083,-0.008375,-0.003279
2012-10-15,0.013972,0.013868,0.014745,0.006128
2012-10-16,0.017599,0.017204,0.018261,0.007063
2012-10-17,0.008326,0.008098,0.008911,0.004098
2012-10-18,-0.001666,-0.001693,-0.001317,0.002374
2012-10-19,-0.036119,-0.035801,-0.037210,-0.016664
2012-10-22,0.001741,0.001640,0.001533,0.002276
2012-10-23,-0.025851,-0.025404,-0.027014,-0.009310
2012-10-24,-0.013095,-0.013446,-0.012634,-0.007965
2012-10-25,0.000987,0.000741,0.001176,-0.002479
2012-10-26,0.000479,0.000825,-0.000077,-0.000566
2012-10-31,0.003910,0.004112,0.003254,0.002708
2012-11-01,0.017003,0.016724,0.017935,0.006735
2012-11-02,-0.022124,-0.022141,-0.021773,-0.008892
2012-11-05,0.012903,0.013203,0.012515,0.009130
2012-11-06,0.020476,0.020307,0.020420,0.010118
2012-11-07,-0.046888,-0.046474,-0.048436,-0.023132
2012-11-08,-0.018707,-0.018343,-0.023493,-0.011392
2012-11-09,0.001806,0.001839,0.002162,0.001157
2012-11-12,0.005898,0.006060,0.006899,0.006041
2012-11-13,-0.005883,-0.005780,-0.006553,-0.002458
2012-11-14,-0.026760,-0.026738,-0.029627,-0.013499
2012-11-15,-0.002227,-0.002218,-0.002272,0.000638
2012-11-16,0.008098,0.008041,0.009046,0.003393
2012-11-19,0.041475,0.041284,0.042479,0.017666
2012-11-20,-0.000171,-0.000390,0.000327,0.001147
2012-11-21,0.001580,0.001520,0.002096,-0.000138
2012-11-23,0.026513,0.026468,0.030067,0.012656
2012-11-26,-0.008523,-0.008539,-0.009730,-0.007515
2012-11-27,-0.010175,-0.010091,-0.011643,-0.005439
